ai_050_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_027_009/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_001_005/cam_03 0053 0052 0050 0046 0028 0026 0004 0001
ai_008_002/cam_00 0057 0058 0060 0062 0063 0064 0065 0066
ai_026_019/cam_01 0033 0035 0037 0038 0039 0040 0041 0042
ai_043_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_026_020/cam_00 0087 0089 0092 0094 0096 0097 0098 0099
ai_037_010/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_017_010/cam_02 0012 0013 0014 0016 0018 0019 0020 0021
ai_010_009/cam_01 0010 0012 0014 0015 0016 0017 0018 0019
ai_027_007/cam_01 0009 0011 0013 0014 0015 0016 0017 0018
ai_048_007/cam_03 0075 0077 0079 0080 0081 0082 0083 0084
ai_044_005/cam_00 0018 0020 0022 0023 0024 0025 0026 0027
ai_026_009/cam_00 0024 0027 0029 0031 0032 0033 0034 0035
ai_046_002/cam_00 0027 0029 0031 0033 0034 0035 0036 0037
ai_021_008/cam_00 0018 0020 0022 0023 0024 0025 0026 0027
ai_017_008/cam_01 0018 0020 0021 0023 0025 0026 0027 0028
ai_054_006/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_036_010/cam_00 0063 0065 0067 0069 0070 0071 0072 0073
ai_030_007/cam_00 0044 0047 0049 0050 0051 0052 0053 0054
ai_048_007/cam_03 0003 0005 0007 0008 0009 0010 0011 0012
ai_008_009/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_047_002/cam_00 0039 0040 0042 0044 0045 0046 0047 0048
ai_052_008/cam_00 0098 0096 0093 0091 0088 0086 0077 0071
ai_053_001/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_037_002/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_051_005/cam_02 0009 0011 0013 0015 0017 0019 0020 0021
ai_007_008/cam_00 0057 0059 0060 0061 0062 0063 0064 0065
ai_011_008/cam_00 0024 0026 0027 0030 0032 0033 0034 0035
ai_044_005/cam_01 0021 0023 0024 0026 0033 0034 0035 0036
ai_054_010/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_045_005/cam_02 0039 0040 0042 0044 0046 0048 0049 0050
ai_019_003/cam_00 0084 0086 0088 0090 0092 0093 0094 0095
ai_017_003/cam_00 0098 0096 0088 0082 0079 0077 0076 0074
ai_036_003/cam_03 0072 0075 0077 0079 0080 0081 0082 0083
ai_018_009/cam_00 0069 0070 0071 0072 0073 0074 0075 0077
ai_032_003/cam_00 0006 0008 0011 0013 0014 0015 0016 0017
ai_001_007/cam_00 0057 0059 0061 0064 0066 0068 0069 0070
ai_048_009/cam_00 0074 0076 0077 0079 0082 0094 0096 0097
ai_006_008/cam_00 0045 0047 0049 0051 0053 0054 0055 0056
ai_051_002/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_055_005/cam_00 0088 0090 0091 0092 0093 0094 0095 0096
ai_010_005/cam_00 0080 0074 0070 0061 0041 0040 0038 0019
ai_029_001/cam_01 0089 0091 0093 0094 0095 0096 0097 0099
ai_031_006/cam_00 0030 0032 0040 0041 0042 0043 0044 0045
ai_002_004/cam_00 0018 0020 0022 0023 0024 0025 0026 0027
ai_011_009/cam_01 0022 0024 0026 0028 0029 0030 0031 0032
ai_055_006/cam_01 0098 0097 0096 0095 0092 0076 0070 0068
ai_042_003/cam_01 0083 0088 0093 0095 0096 0097 0098 0099
ai_032_005/cam_00 0030 0032 0033 0035 0037 0038 0039 0040
ai_018_004/cam_01 0071 0073 0075 0077 0078 0079 0080 0081
ai_009_006/cam_00 0085 0087 0088 0090 0092 0094 0095 0096
ai_037_006/cam_00 0078 0080 0083 0084 0086 0089 0090 0091
ai_027_003/cam_00 0044 0046 0049 0050 0052 0060 0061 0062
ai_048_007/cam_00 0003 0005 0007 0009 0011 0015 0021 0023
ai_052_008/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_002_007/cam_00 0066 0068 0070 0079 0080 0081 0082 0083
ai_055_004/cam_00 0098 0097 0082 0046 0044 0043 0041 0025
ai_043_010/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_048_009/cam_03 0080 0082 0084 0086 0087 0088 0089 0090
ai_001_005/cam_03 0002 0031 0044 0055 0059 0061 0070 0074
ai_006_001/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_052_008/cam_01 0014 0016 0017 0019 0022 0029 0031 0041
ai_017_009/cam_03 0028 0030 0032 0033 0034 0035 0036 0037
ai_011_005/cam_01 0076 0078 0080 0081 0082 0083 0084 0085
ai_051_002/cam_00 0042 0044 0046 0048 0049 0050 0051 0052
ai_008_001/cam_03 0040 0042 0044 0046 0048 0049 0050 0051
ai_043_010/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_036_001/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_004_008/cam_01 0040 0042 0044 0045 0047 0049 0051 0053
ai_008_004/cam_00 0066 0067 0068 0069 0070 0072 0076 0077
ai_022_002/cam_00 0045 0046 0048 0050 0051 0052 0053 0054
ai_055_006/cam_01 0072 0073 0075 0077 0078 0079 0080 0081
ai_055_001/cam_00 0066 0068 0070 0072 0073 0074 0075 0076
ai_002_006/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_045_001/cam_01 0060 0062 0064 0065 0066 0067 0068 0069
ai_053_001/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_018_009/cam_01 0072 0074 0076 0078 0080 0081 0082 0083
ai_047_005/cam_00 0072 0074 0076 0077 0078 0079 0080 0081
ai_043_005/cam_00 0081 0083 0084 0085 0086 0087 0088 0089
ai_047_002/cam_00 0060 0061 0065 0066 0067 0068 0069 0070
ai_002_004/cam_00 0075 0076 0078 0080 0081 0082 0084 0086
ai_027_009/cam_00 0042 0044 0045 0047 0050 0054 0056 0086
ai_048_003/cam_00 0024 0026 0027 0034 0035 0036 0037 0038
ai_017_010/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_041_001/cam_00 0057 0059 0061 0064 0066 0067 0068 0069
ai_006_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_029_001/cam_02 0087 0088 0090 0092 0093 0094 0095 0096
ai_032_008/cam_00 0054 0055 0057 0059 0060 0061 0062 0063
ai_006_010/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_045_001/cam_01 0075 0077 0078 0079 0080 0081 0083 0084
ai_054_009/cam_00 0057 0059 0061 0063 0064 0065 0066 0067
ai_050_005/cam_01 0066 0068 0071 0072 0073 0074 0075 0076
ai_053_012/cam_00 0049 0064 0067 0069 0078 0080 0087 0093
ai_030_004/cam_00 0028 0029 0031 0033 0035 0036 0037 0038
ai_054_009/cam_00 0048 0069 0070 0071 0072 0073 0074 0075
ai_027_004/cam_02 0066 0068 0070 0071 0072 0073 0074 0075
ai_054_010/cam_00 0039 0041 0042 0044 0046 0048 0049 0050
ai_050_005/cam_04 0022 0025 0027 0028 0029 0030 0031 0032
ai_026_019/cam_00 0098 0097 0096 0093 0091 0089 0085 0079
ai_043_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_041_005/cam_01 0086 0088 0090 0092 0094 0096 0097 0098
ai_050_003/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_053_004/cam_00 0067 0069 0072 0073 0075 0078 0081 0087
ai_007_002/cam_00 0024 0025 0027 0029 0030 0031 0032 0033
ai_007_010/cam_00 0007 0009 0011 0013 0014 0015 0016 0017
ai_048_002/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_055_003/cam_01 0064 0066 0067 0068 0069 0070 0071 0072
ai_046_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_021_003/cam_00 0041 0043 0052 0065 0067 0068 0070 0073
ai_037_002/cam_00 0058 0060 0062 0064 0065 0066 0067 0068
ai_027_009/cam_01 0084 0086 0088 0089 0090 0091 0092 0095
ai_048_009/cam_01 0073 0075 0076 0077 0078 0079 0080 0081
ai_016_009/cam_00 0004 0006 0008 0009 0010 0011 0012 0013
ai_042_001/cam_01 0002 0004 0007 0019 0022 0026 0028 0031
ai_048_005/cam_00 0051 0053 0055 0057 0059 0060 0061 0062
ai_003_001/cam_01 0030 0032 0033 0042 0043 0044 0045 0046
ai_046_002/cam_01 0009 0011 0013 0015 0016 0017 0018 0019
ai_027_010/cam_02 0063 0065 0067 0070 0072 0074 0081 0082
ai_009_002/cam_00 0006 0008 0009 0010 0011 0012 0013 0014
ai_027_009/cam_02 0014 0017 0019 0022 0025 0030 0033 0035
ai_055_005/cam_00 0070 0071 0072 0073 0074 0075 0076 0077
ai_033_005/cam_00 0075 0077 0079 0080 0081 0082 0083 0084
ai_035_007/cam_00 0084 0086 0087 0088 0089 0090 0091 0092
ai_018_008/cam_01 0066 0068 0071 0072 0073 0074 0076 0078
ai_042_002/cam_01 0006 0008 0009 0011 0013 0015 0016 0017
ai_054_001/cam_01 0098 0097 0095 0093 0091 0052 0004 0002
ai_021_008/cam_00 0009 0013 0015 0017 0018 0019 0020 0021
ai_037_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_055_004/cam_00 0030 0032 0035 0037 0039 0041 0042 0043
ai_037_005/cam_01 0088 0090 0092 0094 0095 0096 0097 0098
ai_021_008/cam_00 0033 0034 0036 0038 0040 0041 0042 0043
ai_029_005/cam_02 0084 0085 0086 0088 0090 0092 0093 0094
ai_045_005/cam_02 0027 0028 0029 0030 0031 0032 0033 0034
ai_027_003/cam_00 0068 0070 0071 0072 0073 0074 0075 0076
ai_003_006/cam_01 0072 0073 0074 0075 0076 0077 0078 0079
ai_036_002/cam_01 0072 0073 0075 0077 0078 0079 0080 0081
ai_034_005/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_050_004/cam_01 0087 0088 0092 0094 0096 0097 0098 0099
ai_003_002/cam_01 0021 0023 0025 0027 0028 0029 0030 0031
ai_019_003/cam_00 0012 0016 0018 0019 0020 0021 0022 0023
ai_048_005/cam_01 0075 0077 0078 0080 0082 0083 0084 0085
ai_007_002/cam_00 0063 0065 0066 0067 0068 0069 0070 0071
ai_044_002/cam_00 0063 0065 0067 0069 0070 0071 0072 0073
ai_031_006/cam_00 0039 0044 0046 0048 0049 0050 0051 0052
ai_027_010/cam_00 0002 0004 0008 0010 0014 0016 0020 0023
ai_053_018/cam_00 0054 0056 0057 0059 0061 0062 0063 0064
ai_005_007/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_007_009/cam_01 0088 0090 0092 0094 0096 0097 0098 0099
ai_055_006/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_048_002/cam_02 0042 0068 0069 0070 0071 0072 0073 0074
ai_048_002/cam_03 0053 0076 0077 0079 0093 0095 0096 0097
ai_031_006/cam_00 0087 0089 0091 0093 0094 0096 0097 0098
ai_029_005/cam_01 0048 0050 0053 0055 0056 0057 0058 0059
ai_044_009/cam_00 0063 0065 0068 0069 0070 0071 0072 0073
ai_006_010/cam_02 0018 0020 0021 0022 0023 0024 0025 0026
ai_003_004/cam_01 0067 0069 0071 0072 0073 0074 0075 0076
ai_027_007/cam_01 0060 0062 0064 0065 0066 0067 0068 0069
ai_055_006/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_004_007/cam_01 0084 0086 0088 0091 0092 0093 0094 0095
ai_047_007/cam_00 0069 0071 0073 0075 0076 0077 0078 0079
ai_048_003/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_050_001/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_019_006/cam_01 0079 0081 0083 0085 0087 0088 0089 0090
ai_036_005/cam_00 0014 0016 0017 0019 0022 0032 0035 0037
ai_046_004/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_050_005/cam_02 0021 0023 0025 0027 0028 0029 0030 0031
ai_008_010/cam_00 0054 0056 0057 0059 0061 0062 0063 0064
ai_019_009/cam_00 0054 0056 0057 0058 0059 0060 0061 0062
ai_050_001/cam_00 0044 0049 0052 0056 0058 0061 0064 0065
ai_048_007/cam_02 0021 0091 0092 0093 0094 0095 0096 0097
ai_016_009/cam_00 0034 0037 0039 0041 0042 0043 0044 0045
ai_028_003/cam_00 0069 0070 0072 0074 0076 0077 0078 0079
ai_027_007/cam_02 0048 0050 0052 0055 0056 0058 0061 0062
ai_022_004/cam_00 0042 0043 0045 0047 0048 0049 0050 0051
ai_023_006/cam_00 0066 0068 0069 0071 0073 0074 0075 0076
ai_018_003/cam_00 0009 0012 0014 0015 0016 0017 0018 0019
ai_036_003/cam_00 0060 0062 0063 0064 0065 0066 0067 0068
ai_053_006/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_052_008/cam_00 0036 0046 0047 0048 0049 0050 0051 0052
ai_048_005/cam_02 0087 0089 0091 0092 0093 0094 0095 0096
ai_035_006/cam_00 0078 0079 0081 0083 0084 0085 0086 0087
ai_011_005/cam_00 0052 0054 0057 0058 0059 0060 0061 0062
ai_027_004/cam_00 0023 0044 0046 0047 0049 0052 0055 0062
ai_027_009/cam_02 0009 0011 0013 0016 0017 0018 0019 0020
ai_051_005/cam_03 0074 0076 0077 0079 0080 0081 0082 0083
ai_018_009/cam_00 0018 0020 0061 0062 0063 0064 0065 0066
ai_005_004/cam_00 0029 0031 0034 0043 0071 0073 0095 0098
ai_048_006/cam_03 0036 0037 0039 0041 0042 0043 0044 0045
ai_028_003/cam_00 0081 0083 0085 0086 0087 0088 0089 0090
ai_004_009/cam_00 0033 0035 0071 0072 0073 0074 0075 0076
ai_027_008/cam_01 0030 0032 0034 0035 0036 0037 0038 0039
ai_048_009/cam_00 0054 0056 0058 0060 0061 0062 0063 0064
ai_029_001/cam_00 0031 0033 0035 0054 0056 0057 0058 0086
ai_037_002/cam_00 0076 0078 0080 0081 0083 0084 0086 0087
ai_028_009/cam_00 0010 0012 0014 0015 0016 0017 0018 0019
ai_026_014/cam_00 0048 0050 0052 0053 0054 0055 0056 0057
ai_043_004/cam_00 0036 0038 0039 0054 0055 0056 0057 0058
ai_006_010/cam_02 0054 0056 0057 0058 0059 0060 0061 0062
ai_007_005/cam_01 0018 0020 0021 0022 0023 0024 0025 0026
ai_026_019/cam_00 0048 0050 0052 0053 0054 0055 0056 0057
ai_021_009/cam_01 0039 0041 0043 0046 0047 0048 0049 0050
ai_029_003/cam_02 0087 0089 0091 0093 0094 0095 0096 0097
ai_028_004/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_011_004/cam_01 0023 0027 0029 0030 0031 0032 0033 0034
ai_019_006/cam_00 0045 0046 0048 0050 0052 0053 0054 0055
ai_028_001/cam_00 0075 0076 0078 0080 0081 0082 0083 0084
ai_042_003/cam_01 0092 0090 0089 0087 0086 0085 0079 0077
ai_018_009/cam_01 0009 0011 0013 0015 0017 0018 0019 0020
ai_030_003/cam_00 0095 0082 0080 0076 0070 0067 0065 0061
ai_028_001/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_023_010/cam_02 0023 0025 0028 0029 0031 0037 0065 0067
ai_016_009/cam_02 0078 0080 0081 0082 0083 0084 0085 0086
ai_004_008/cam_00 0024 0026 0027 0029 0035 0036 0037 0038
ai_004_009/cam_00 0058 0060 0062 0064 0065 0066 0067 0068
ai_054_002/cam_01 0009 0011 0013 0015 0017 0018 0019 0020
ai_017_009/cam_02 0060 0063 0065 0067 0068 0070 0071 0072
ai_008_009/cam_00 0033 0035 0036 0037 0038 0039 0040 0041
ai_010_009/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_015_008/cam_00 0051 0053 0055 0057 0059 0060 0061 0062
ai_011_010/cam_00 0037 0053 0066 0079 0081 0082 0083 0089
ai_007_009/cam_01 0003 0005 0008 0009 0010 0011 0012 0013
ai_033_009/cam_00 0060 0061 0062 0063 0064 0067 0077 0079
ai_027_010/cam_02 0054 0055 0056 0057 0058 0059 0060 0061
ai_052_006/cam_01 0081 0083 0084 0085 0086 0087 0088 0089
ai_042_004/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_012_010/cam_00 0075 0076 0078 0080 0082 0083 0084 0085
ai_018_009/cam_00 0024 0026 0028 0029 0030 0031 0032 0033
ai_011_005/cam_00 0030 0033 0035 0036 0038 0039 0040 0041
ai_026_003/cam_00 0015 0018 0020 0021 0022 0023 0024 0025
ai_045_006/cam_00 0086 0088 0090 0092 0093 0094 0095 0096
ai_027_008/cam_00 0009 0012 0013 0015 0017 0018 0019 0020
ai_013_009/cam_00 0072 0074 0075 0076 0077 0078 0079 0080
ai_045_001/cam_03 0018 0020 0021 0022 0023 0024 0025 0026
ai_006_006/cam_02 0039 0040 0041 0042 0043 0044 0045 0046
ai_053_016/cam_00 0060 0062 0064 0065 0066 0067 0068 0069
ai_029_002/cam_02 0069 0071 0072 0074 0076 0077 0078 0079
ai_005_009/cam_00 0063 0065 0067 0068 0069 0070 0071 0072
ai_048_002/cam_02 0063 0065 0067 0069 0071 0073 0075 0076
ai_027_010/cam_02 0030 0032 0034 0035 0036 0037 0038 0039
ai_005_004/cam_00 0078 0079 0082 0084 0085 0086 0087 0088
ai_033_004/cam_00 0025 0027 0028 0030 0032 0033 0034 0035
ai_045_001/cam_00 0045 0047 0048 0049 0050 0051 0052 0053
ai_018_003/cam_00 0077 0079 0085 0088 0091 0096 0097 0099
ai_023_002/cam_00 0048 0049 0051 0053 0054 0055 0056 0057
ai_036_010/cam_00 0053 0055 0056 0059 0061 0062 0063 0064
ai_021_009/cam_01 0027 0029 0031 0033 0035 0036 0037 0038
ai_003_001/cam_01 0098 0097 0096 0094 0092 0034 0028 0025
ai_029_003/cam_02 0063 0065 0067 0069 0070 0071 0073 0074
ai_018_010/cam_00 0036 0038 0039 0040 0041 0042 0043 0044
ai_054_003/cam_01 0015 0018 0019 0020 0021 0022 0023 0024
ai_051_003/cam_00 0051 0053 0054 0056 0058 0059 0060 0061
ai_047_006/cam_00 0036 0038 0039 0040 0041 0042 0043 0044
ai_018_009/cam_00 0027 0029 0036 0037 0038 0039 0040 0041
ai_023_002/cam_01 0002 0004 0014 0016 0017 0019 0023 0025
ai_027_008/cam_00 0051 0053 0054 0055 0056 0057 0058 0059
ai_017_010/cam_01 0010 0012 0014 0016 0018 0019 0020 0021
ai_017_010/cam_00 0084 0086 0088 0089 0090 0091 0092 0093
ai_051_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_004_001/cam_00 0051 0053 0054 0057 0059 0061 0062 0063
ai_023_002/cam_01 0078 0080 0082 0084 0085 0086 0087 0088
ai_027_008/cam_01 0021 0023 0025 0027 0028 0029 0030 0031
ai_026_019/cam_00 0069 0073 0075 0077 0078 0079 0080 0081
ai_003_001/cam_01 0009 0012 0013 0015 0017 0019 0020 0021
ai_042_001/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_042_003/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_006_006/cam_00 0002 0004 0009 0011 0013 0015 0019 0023
ai_042_004/cam_02 0002 0004 0014 0017 0019 0022 0085 0088
ai_028_009/cam_00 0027 0056 0072 0080 0082 0086 0088 0089
ai_037_007/cam_00 0071 0073 0075 0077 0079 0080 0081 0083
ai_045_004/cam_00 0022 0023 0024 0025 0026 0028 0030 0032
ai_036_001/cam_00 0079 0080 0082 0084 0085 0086 0087 0088
ai_017_010/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_007_005/cam_00 0063 0064 0066 0068 0070 0071 0072 0073
ai_042_005/cam_00 0057 0063 0064 0065 0066 0067 0068 0069
ai_004_005/cam_01 0056 0058 0059 0068 0069 0070 0071 0085
ai_006_009/cam_02 0077 0079 0081 0083 0084 0085 0086 0087
ai_054_003/cam_01 0098 0097 0095 0093 0080 0079 0034 0014
ai_023_008/cam_00 0087 0089 0090 0092 0094 0095 0096 0097
ai_008_001/cam_03 0009 0011 0013 0014 0016 0018 0019 0020
ai_006_006/cam_00 0029 0037 0043 0053 0054 0058 0059 0061
ai_039_004/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_029_002/cam_01 0060 0062 0064 0070 0071 0072 0073 0074
ai_030_002/cam_00 0002 0004 0014 0016 0017 0019 0021 0022
ai_029_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_035_007/cam_00 0075 0077 0078 0080 0082 0083 0084 0085
ai_004_006/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_054_009/cam_01 0054 0056 0058 0060 0061 0062 0063 0064
ai_046_004/cam_00 0002 0004 0007 0008 0010 0028 0034 0036
ai_046_003/cam_00 0015 0017 0018 0019 0021 0025 0026 0027
ai_037_003/cam_00 0029 0031 0032 0034 0038 0040 0044 0046
ai_052_006/cam_01 0038 0040 0041 0043 0046 0049 0056 0071
ai_013_002/cam_01 0024 0027 0029 0032 0033 0048 0050 0054
ai_044_009/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_019_006/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_009_003/cam_00 0060 0062 0064 0066 0067 0068 0069 0070
ai_036_007/cam_00 0006 0016 0017 0018 0019 0020 0021 0022
ai_026_019/cam_00 0087 0088 0090 0092 0093 0094 0095 0096
ai_052_002/cam_00 0037 0038 0040 0042 0043 0044 0045 0046
ai_011_009/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_011_003/cam_01 0050 0053 0055 0057 0059 0060 0061 0062
ai_048_009/cam_02 0073 0078 0079 0081 0083 0084 0085 0086
ai_050_001/cam_03 0037 0039 0041 0042 0044 0046 0047 0048
ai_027_008/cam_00 0060 0062 0064 0065 0067 0069 0071 0072
ai_048_005/cam_03 0054 0056 0058 0060 0061 0062 0063 0064
ai_004_002/cam_01 0005 0007 0010 0011 0013 0022 0025 0026
ai_004_002/cam_00 0006 0008 0010 0012 0014 0015 0016 0017
ai_017_009/cam_02 0054 0055 0056 0057 0058 0059 0060 0061
ai_028_009/cam_00 0064 0067 0069 0071 0073 0074 0075 0076
ai_042_004/cam_01 0042 0044 0046 0048 0050 0051 0052 0053
ai_051_002/cam_00 0057 0058 0060 0062 0064 0065 0066 0067
ai_044_007/cam_00 0039 0041 0042 0043 0045 0047 0048 0049
ai_042_002/cam_01 0043 0057 0058 0059 0061 0064 0069 0072
ai_047_002/cam_00 0069 0071 0073 0075 0077 0079 0081 0082
ai_044_010/cam_01 0002 0015 0017 0069 0071 0073 0075 0077
ai_045_005/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_022_005/cam_00 0077 0081 0082 0084 0086 0087 0088 0089
ai_045_005/cam_00 0048 0049 0050 0051 0052 0053 0054 0055
ai_017_004/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_007_004/cam_02 0009 0013 0015 0017 0018 0019 0020 0021
ai_051_002/cam_07 0000 0001 0002 0004 0007 0008 0009 0010
ai_053_008/cam_00 0084 0086 0088 0090 0092 0094 0095 0096
ai_036_001/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_012_001/cam_00 0012 0013 0014 0015 0016 0017 0018 0019
ai_011_003/cam_01 0031 0037 0039 0040 0041 0042 0043 0044
ai_046_007/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_027_007/cam_01 0056 0058 0059 0061 0071 0076 0079 0094
ai_044_007/cam_01 0039 0041 0043 0050 0051 0052 0053 0054
ai_006_010/cam_00 0060 0062 0063 0065 0067 0068 0069 0070
ai_021_008/cam_00 0051 0053 0056 0058 0060 0061 0063 0065
ai_018_008/cam_00 0078 0080 0081 0083 0084 0085 0086 0087
ai_009_005/cam_01 0002 0020 0068 0091 0093 0094 0096 0098
ai_048_002/cam_00 0098 0097 0086 0084 0083 0067 0065 0055
ai_023_010/cam_01 0060 0062 0065 0067 0068 0069 0071 0073
ai_048_007/cam_01 0060 0062 0064 0066 0068 0069 0070 0071
ai_050_005/cam_02 0066 0067 0069 0071 0073 0075 0076 0078
ai_048_007/cam_02 0036 0038 0040 0042 0043 0044 0045 0046
ai_042_005/cam_00 0050 0058 0061 0064 0067 0079 0082 0086
ai_002_008/cam_00 0006 0008 0010 0011 0012 0013 0014 0015
ai_050_005/cam_05 0090 0092 0093 0094 0096 0097 0098 0099
ai_051_002/cam_02 0017 0023 0025 0026 0027 0028 0029 0030
ai_001_002/cam_01 0044 0046 0047 0048 0050 0052 0053 0054
ai_016_009/cam_02 0057 0059 0060 0062 0064 0065 0066 0067
ai_041_009/cam_00 0037 0085 0086 0087 0088 0089 0090 0091
ai_003_006/cam_01 0075 0077 0079 0080 0081 0082 0084 0086
ai_001_002/cam_03 0006 0010 0012 0014 0015 0016 0017 0018
ai_051_005/cam_01 0066 0072 0074 0076 0078 0079 0080 0081
ai_029_005/cam_00 0081 0083 0085 0087 0089 0090 0091 0092
ai_044_005/cam_01 0048 0049 0051 0053 0054 0055 0056 0057
ai_045_005/cam_00 0027 0030 0032 0034 0035 0036 0037 0038
ai_055_002/cam_01 0021 0023 0025 0026 0027 0028 0029 0030
ai_017_010/cam_02 0069 0071 0073 0074 0075 0076 0077 0078
ai_018_007/cam_01 0001 0002 0003 0004 0005 0006 0007 0008
ai_037_008/cam_00 0066 0068 0070 0071 0072 0073 0074 0075
ai_017_010/cam_02 0062 0064 0067 0085 0087 0094 0096 0098
ai_021_009/cam_00 0030 0032 0033 0034 0036 0038 0039 0040
ai_044_005/cam_01 0002 0004 0009 0011 0013 0016 0017 0019
ai_017_008/cam_02 0063 0065 0067 0069 0070 0071 0072 0073
ai_043_006/cam_00 0048 0050 0052 0054 0056 0057 0058 0061
ai_051_005/cam_01 0071 0064 0062 0059 0055 0038 0035 0001
ai_007_007/cam_00 0039 0042 0044 0045 0046 0047 0048 0049
ai_053_004/cam_00 0035 0037 0039 0041 0042 0043 0044 0045
ai_015_009/cam_00 0051 0054 0055 0056 0057 0058 0059 0060
ai_012_009/cam_00 0065 0067 0068 0069 0070 0071 0072 0073
ai_055_006/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_021_003/cam_00 0033 0035 0037 0039 0041 0042 0043 0044
ai_055_006/cam_01 0074 0077 0079 0083 0085 0088 0089 0091
ai_018_008/cam_00 0027 0029 0030 0031 0032 0033 0034 0035
ai_002_007/cam_00 0051 0053 0054 0055 0056 0057 0058 0059
ai_009_004/cam_00 0051 0053 0055 0057 0059 0060 0061 0062
ai_011_005/cam_01 0098 0097 0095 0094 0092 0090 0089 0057
ai_007_009/cam_00 0057 0059 0060 0062 0064 0065 0066 0067
ai_050_001/cam_04 0054 0056 0058 0060 0061 0062 0063 0064
ai_042_002/cam_00 0039 0042 0044 0045 0046 0047 0048 0049
ai_029_005/cam_01 0002 0004 0016 0019 0020 0022 0031 0032
ai_048_004/cam_01 0009 0011 0013 0015 0021 0022 0023 0024
ai_047_008/cam_00 0080 0082 0084 0086 0087 0088 0089 0094
ai_048_006/cam_01 0028 0029 0031 0033 0034 0035 0036 0037
ai_018_002/cam_00 0024 0027 0029 0031 0032 0033 0034 0035
ai_037_001/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_018_009/cam_00 0084 0086 0088 0090 0091 0092 0093 0094
ai_006_001/cam_01 0087 0088 0090 0092 0095 0096 0097 0098
ai_027_003/cam_01 0013 0015 0017 0019 0021 0022 0023 0024
ai_001_001/cam_00 0098 0096 0087 0085 0084 0082 0057 0041
ai_001_008/cam_00 0099 0098 0097 0096 0095 0094 0092 0090
ai_023_010/cam_00 0048 0049 0051 0052 0053 0054 0055 0056
ai_039_005/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_052_002/cam_01 0048 0049 0051 0053 0055 0056 0057 0058
